"IdSalidasDet","IdSalidas","IdTelasColAlm","TelaSal1","TelaSal2"
9852,5942,67460,178.00,0.00
9853,5943,67937,115.10,0.00
9854,5944,68041,190.82,0.00
9855,5944,68253,0.00,0.00
9856,5945,67885,92.60,0.00
9857,5946,68307,74.60,0.00
9858,5946,68514,0.00,0.00
9859,5947,67989,2.80,0.00
9860,5947,68515,0.00,0.00
9861,5948,68307,132.00,0.00
9862,5948,68516,0.00,0.00
9863,5949,67989,3.00,0.00
9864,5950,68359,47.82,0.00
9865,5951,68359,101.46,0.00
9866,5952,68463,3.50,0.00
9867,5952,68517,0.00,0.00
9868,5953,68359,110.04,0.00
9869,5954,68463,3.50,0.00
9870,5955,68463,3.26,0.00
9871,5956,68411,0.00,0.00
9872,5957,68255,15.65,0.00
9873,5957,68518,0.00,0.00
9874,5958,67937,23.70,0.00
9875,5959,67408,417.80,0.00
9876,5959,68571,0.00,0.00
9877,5960,67565,610.90,0.00
9878,5960,68572,0.00,0.00
9879,5961,67832,454.31,57.72
9880,5961,65157,376.74,47.74
9881,5961,62217,617.77,90.87
9882,5962,68411,0.00,0.00
9883,5963,68520,3.00,0.00
9884,5964,67355,6.00,0.00
9885,,68520,3.00,0.00
9886,5965,68573,0.00,0.00
9887,5966,68520,123.98,0.00
9888,5966,68574,0.00,0.00
9889,5967,67989,3.00,0.00
9890,5967,68575,0.00,0.00
9891,5968,68463,2.50,0.00
9892,5969,68463,115.89,0.00
9893,5969,68576,0.00,0.00
9894,5970,67989,3.00,0.00
9895,5970,68577,0.00,0.00
9896,5971,68148,373.00,0.00
9897,5971,68578,0.00,0.00
9898,5972,68148,551.00,0.00
9899,5973,67513,212.60,0.00
9900,5974,67989,54.40,0.00
9901,5975,65574,61.02,0.00
9902,5975,68683,0.00,0.00
9903,5976,62217,1089.86,157.32
9904,5977,65732,96.00,0.00
9905,5977,68684,0.00,0.00
9906,5978,68200,213.00,0.00
9907,5978,68685,0.00,0.00
9908,5979,68200,91.40,0.00
9909,5979,68686,0.00,0.00
9910,5980,57910,2.90,0.00
9911,5980,55866,2.80,0.00
9912,5980,55764,2.80,0.00
9913,5980,56784,2.80,0.00
9914,5980,55713,3.80,0.00
9915,5981,68632,16.55,0.00
9916,5982,68688,91.99,0.00
9917,5983,68632,2.50,0.00
9918,5984,68688,119.11,0.00
9919,5985,68359,3.00,0.00
9920,5985,68791,0.00,0.00
9921,5986,68688,62.30,0.00
9922,5987,68359,2.30,0.00
9923,5988,68688,82.14,0.00
9924,,67885,0.00,0.00
9925,5990,67885,3.00,0.00
9926,5991,62217,0.00,1.70
9927,5991,68792,0.00,0.00
9928,5992,66362,1.65,0.00
9929,5992,68793,0.00,0.00
9930,5993,68795,68.10,0.00
9931,5993,68846,0.00,0.00
9932,5994,68795,53.00,0.00
9933,5994,68847,0.00,0.00
9934,5994,68848,0.00,0.00
9935,5995,68850,8.30,0.00
9936,5996,55713,2.35,0.00
9937,5996,57910,5.40,0.00
9938,5996,55764,7.70,0.00
9939,5996,55866,5.70,0.00
9940,5996,61900,5.70,0.00
9941,5998,68902,2.65,0.00
9942,6000,68850,3.10,0.00
9943,6001,68850,13.50,0.00
9944,6002,55764,6.60,0.00
9945,6002,55713,9.15,0.00
9946,6003,68850,3.00,0.00
9947,6004,68850,2.58,0.00
9948,6005,68850,21.00,0.00
9949,6006,68850,19.70,0.00
9950,6007,69216,2.85,0.00
9951,6007,64840,12.60,0.00
9952,6007,69112,14.30,0.00
9953,6007,69423,0.00,0.00
9954,6008,69164,19.50,0.00
9955,6008,69112,17.83,0.00
9956,6009,57298,2.45,0.00
9957,6010,69320,19.80,0.00
9958,6010,69268,20.08,0.00
9959,6010,69372,28.00,0.00
9960,6011,69112,14.92,0.00
9961,6011,64840,17.60,0.00
9962,6012,69320,30.40,0.00
9963,6013,60643,8.00,0.00
9964,6014,69268,0.72,0.00
9965,6015,62217,18.04,0.00
9966,6016,69060,2.50,0.00
9967,6017,67355,223.64,0.00
9968,6018,65157,76.70,15.00
9969,6018,65053,38.50,0.00
9970,6019,65053,40.39,0.00
9971,6019,65157,70.46,13.67
9972,6019,69424,0.00,0.00
9973,6020,65157,365.47,71.10
9974,6020,65053,182.22,0.00
9975,6020,69425,0.00,0.00
9976,6021,65574,26.49,7.50
9977,6022,67137,6.00,0.00
9978,6022,69426,0.00,0.00
9979,6023,65053,8.24,0.00
9980,6024,65053,29.30,0.00
9981,6025,62217,773.51,108.91
9982,6026,65732,72.00,0.00
9983,6027,68850,1.60,0.00
9984,6028,67885,11.40,0.00
9985,6029,67885,23.34,0.00
9986,6030,65157,307.42,54.86
9987,6030,69428,0.00,0.00
9988,6031,65053,185.30,0.00
9989,6032,69430,494.20,0.00
9990,6033,67885,1.00,0.00
9991,6033,69533,0.00,0.00
9992,6034,69482,499.00,0.00
9993,6035,62217,611.95,88.46
9994,6037,65732,57.50,0.00
9996,6039,62217,614.02,0.00
9997,6040,65732,55.70,0.00
9998,6042,65157,262.22,50.51
9999,6042,69535,0.00,0.00
10000,6043,62217,0.00,86.23
10001,6043,69536,0.00,0.00
10002,6044,64057,29.66,0.00
10003,6044,61427,1.70,0.00
10004,6044,69641,0.00,0.00
10005,6045,64057,246.58,0.00
10006,6045,61427,71.43,0.00
10007,6045,69642,0.00,0.00
10008,6046,56427,15.80,0.00
10009,6047,64057,59.60,0.00
10010,6047,61427,7.30,0.00
10011,6048,64057,6.37,0.00
10012,6048,61427,150.39,0.00
10013,6048,69643,0.00,0.00
10014,6049,69060,204.90,0.00
10015,6049,70060,0.00,0.00
10016,6050,69749,170.66,0.00
10017,6050,70269,0.00,0.00
10018,6051,69590,195.20,0.00
10019,6051,70270,0.00,0.00
10020,6053,69697,157.28,0.00
10021,6053,70323,0.00,0.00
10022,6054,69697,155.32,0.00
10023,6054,70324,0.00,0.00
10024,6055,68041,169.18,0.00
10025,6055,70325,0.00,0.00
10026,6056,69645,183.70,0.00
10027,6056,70326,0.00,0.00
10028,6057,69590,278.63,0.00
10029,6057,70327,0.00,0.00
10030,6058,69590,178.61,0.00
10031,6058,70328,0.00,0.00
10032,6059,69590,302.81,0.00
10033,6059,70329,0.00,0.00
10034,6060,69538,207.46,0.00
10035,6060,70330,0.00,0.00
10036,6062,69538,288.54,0.00
10037,6062,70331,0.00,0.00
10038,6063,70166,313.90,0.00
10039,6064,69905,248.70,0.00
10040,6064,70332,0.00,0.00
10041,6065,70009,108.50,0.00
10042,6065,70385,0.00,0.00
10043,6066,68956,56.20,0.00
10044,6066,70386,0.00,0.00
10045,6067,65574,35.60,7.20
10046,6068,67137,8.00,0.00
10047,6068,70439,0.00,0.00
10048,6069,69957,128.10,0.00
10049,6069,70440,0.00,0.00
10050,6070,70062,622.40,0.00
10051,6070,70441,0.00,0.00
10052,6071,70114,854.30,0.00
10053,6071,70442,0.00,0.00
10054,6072,65157,83.84,7.90
10055,6072,65053,51.94,0.00
10056,6072,70443,0.00,0.00
10057,6073,69749,307.00,0.00
10058,6073,70444,0.00,0.00
10059,6074,69853,188.04,0.00
10060,6075,70166,191.38,0.00
10061,6075,70445,0.00,0.00
10062,6076,68956,232.86,0.00
10063,6076,70446,0.00,0.00
10064,6077,69801,259.90,0.00
10065,6077,70447,0.00,0.00
10066,6078,70553,4.10,0.00
10067,6078,70501,1.50,0.00
10068,6078,70760,0.00,0.00
10069,6079,70605,15.00,0.00
10070,6079,70761,0.00,0.00
10071,6080,70449,2.80,0.00
10072,6081,70709,12.00,0.00
10073,6081,70657,20.00,0.00
10074,6081,70762,0.00,0.00
10075,6082,59499,4.05,0.00
10076,6082,70815,0.00,0.00
10077,6083,70334,281.82,0.00
10078,6083,70816,0.00,0.00
10079,6084,68041,271.82,0.00
10080,6084,70817,0.00,0.00
10081,6085,54640,15.00,0.00
10082,6085,71650,0.00,0.00
10083,6086,70166,305.16,0.00
10084,6087,69801,292.12,0.00
10085,6087,70819,181.92,0.00
10086,6087,71651,0.00,0.00
10087,6088,70218,159.70,0.00
10088,6089,69590,179.61,0.00
10089,6090,62217,747.82,107.46
10090,6090,71652,0.00,0.00
10091,6091,65732,66.00,0.00
10092,6091,71653,0.00,0.00
10093,6092,62217,745.03,106.22
10094,6093,65732,65.00,0.00
10095,6093,71654,0.00,0.00
10096,6094,65053,164.79,0.00
10097,6094,71655,0.00,0.00
10098,6095,71131,481.00,0.00
10099,6095,71709,0.00,0.00
10100,6096,71183,585.00,0.00
10101,6097,71079,689.80,0.00
10102,6098,71287,510.00,0.00
10103,6099,71235,1072.00,0.00
10104,6100,71658,979.00,0.00
10105,6102,71339,787.00,0.00
10106,6103,70166,132.56,0.00
10107,6104,65053,110.58,8.36
10108,6105,65053,347.85,26.31
10109,6106,65157,140.97,28.62
10110,6106,71710,0.00,0.00
10111,6107,61010,165.27,0.00
10112,6108,68795,74.90,0.00
10113,6109,71495,621.40,0.00
10114,6110,70923,350.67,0.00
10115,6111,70388,123.63,0.00
10116,6112,70975,202.00,0.00
10117,6112,71711,0.00,0.00
10118,6113,67081,79.33,0.00
10119,6114,71027,156.00,0.00
10120,6114,71712,0.00,0.00
10121,6115,62217,156.28,25.82
10122,6116,65732,26.00,0.00
10123,6116,72025,0.00,0.00
10124,6117,62429,364.94,0.00
10125,6118,53772,237.00,0.00
10126,6119,71818,150.18,0.00
10127,6120,71870,130.90,0.00
10128,6121,53772,0.00,20.30
10129,6121,72026,0.00,0.00
10130,6121,72027,0.00,0.00
10131,6122,61010,0.00,17.06
10132,6122,72028,0.00,0.00
10133,6123,62429,201.02,0.00
10134,6124,62217,469.95,37.26
10135,6125,70166,37.20,0.00
10136,6125,72029,0.00,0.00
10137,6126,67355,108.07,0.00
10138,6127,71766,124.89,0.00
10139,6128,72031,347.55,0.00
10140,6128,72082,0.00,0.00
10141,6129,65053,88.00,0.00
10142,6130,72084,466.00,0.00
10143,6131,65053,343.16,27.00
10144,6131,72135,0.00,0.00
10145,6132,65053,38.05,0.00
10146,6132,65157,58.81,12.00
10147,6133,62429,0.00,32.65
10148,6134,72137,371.00,0.00
10149,6135,72397,26.10,0.00
10150,6136,71391,976.00,0.00
10151,6136,72500,0.00,0.00
10152,6137,56121,2.00,0.00
10153,6138,72189,0.00,0.00
10154,6139,62429,0.00,18.00
10155,6139,72501,0.00,0.00
10156,6140,72503,0.00,0.00
10158,6141,72503,0.00,0.00
10159,6142,72293,272.35,0.00
10160,6143,69590,211.04,0.00
10161,6144,72607,4.75,0.00
10162,6145,72607,1.00,0.00
10163,6146,72607,267.06,0.00
10164,6147,72345,301.58,0.00
10165,6147,72293,302.46,0.00
10166,6148,70871,110.36,0.00
10167,6149,71714,115.93,0.00
10168,6150,71714,15.00,0.00
10169,6151,68632,86.80,0.00
10170,6152,72711,520.00,0.00
10171,6153,72659,0.00,0.00
10172,6153,72449,304.66,0.00
10173,6154,72241,302.65,0.00
10174,6155,72555,228.86,0.00
10175,6156,67355,2.22,0.00
10176,6157,70388,2.22,0.00
10177,6158,72867,227.00,0.00
10178,6158,72918,0.00,0.00
10179,6159,72815,282.00,0.00
10180,6159,72919,0.00,0.00
10181,6160,72867,160.00,0.00
10182,6160,72972,0.00,0.00
10183,6161,68632,53.98,0.00
10184,6162,65574,22.97,4.15
10185,6163,67885,1.50,0.00
10186,6164,67137,5.00,0.00
10187,6164,72973,0.00,0.00
10188,6165,70166,246.80,0.00
10189,6166,72293,64.53,0.00
10190,6166,72974,0.00,0.00
10191,6167,65053,139.04,0.00
10192,6168,65157,225.67,0.00
10193,6169,65053,72.22,0.00
10194,6169,65157,135.19,24.94
10195,6170,71766,101.34,0.00
10196,6171,72607,1.00,0.00
10197,6171,73079,0.00,0.00
10198,6172,53772,323.10,0.00
10200,6173,72137,72.05,0.00
10201,6174,69853,172.38,0.00
10202,6175,71443,614.00,0.00
10203,6176,53772,0.00,40.00
10204,6176,73289,0.00,0.00
10205,6177,72189,136.56,0.00
10206,6177,73290,0.00,0.00
10207,6178,72503,151.80,0.00
10209,6179,73028,301.24,0.00
10210,6179,72976,112.04,0.00
10211,6179,73291,0.00,0.00
10212,6180,72976,62.20,0.00
10213,6181,73293,396.45,40.85
10214,6182,73345,187.30,0.00
10215,6183,61010,0.00,7.00
10216,6183,73396,0.00,0.00
10217,6185,53772,0.00,9.00
10218,6185,73397,0.00,0.00
10219,6186,72397,3.00,0.00
10221,6187,53721,319.64,25.00
10222,6187,73502,0.00,0.00
10223,6188,73661,516.00,0.00
10224,6189,73186,1285.00,0.00
10225,6190,73557,1113.00,0.00
10226,6191,67355,106.22,0.00
10227,6192,72921,151.09,0.00
10228,6193,73081,161.86,0.00
10229,6193,73712,0.00,0.00
10230,6194,72815,240.00,0.00
10231,6195,72763,51.00,0.00
10232,6196,73609,1151.00,0.00
10233,6197,73451,313.05,0.00
10234,6198,73451,517.45,0.00
10235,6199,73133,179.36,0.00
10236,6200,69801,187.58,0.00
10237,6200,73713,0.00,0.00
10238,6201,69801,105.30,0.00
10239,6202,73715,10.00,0.00
10240,6202,73818,0.00,0.00
10241,6203,73399,343.76,0.00
10242,6205,65574,309.80,14.75
10243,6206,65574,238.96,0.00
10244,6207,73028,198.14,0.00
10245,6208,65157,38.99,17.04
10246,6209,73767,551.00,0.00
10247,6210,65574,0.00,8.00
10248,6211,67832,250.73,0.00
10249,6212,65053,248.90,0.00
10250,6212,73871,0.00,0.00
10251,6213,65053,0.00,7.00
10252,6214,67832,0.00,6.80
10253,6216,55815,7.74,0.00
10254,6217,55815,9.45,0.00
10255,6218,55815,8.88,0.00
10256,6218,55713,5.15,0.00
10257,6219,55815,3.93,0.00
10258,6219,55713,3.20,0.00
10259,6219,56733,4.25,0.00
10260,6220,70764,1.89,0.00
10261,6221,70764,2.25,0.00
10262,6221,70605,2.34,0.00
10263,6222,70605,6.61,0.00
10264,6222,70764,6.16,0.00
10265,6223,62217,434.33,18.00
10266,6224,72449,169.76,0.00
10267,6224,73820,193.08,0.00
10268,6225,72659,173.79,0.00
10269,6226,72976,6.98,0.00
10270,6227,67355,245.79,0.00
10271,6228,73715,586.60,0.00
10272,6229,71922,128.90,0.00
10273,6230,72293,11.16,0.00
10274,6230,73133,144.74,0.00
10275,6231,73873,0.00,0.00
10276,6232,73873,232.30,0.00
10277,6233,70819,78.68,0.00
10278,6234,67081,146.82,0.00
10279,6235,67029,180.93,0.00
10280,6235,67081,8.10,0.00
10281,6237,65574,276.72,0.00
10282,6238,51619,7.00,0.00
10283,6239,73925,330.50,0.00
10284,6240,70871,133.45,0.00
10285,6243,73977,422.75,0.00
10286,6244,73977,385.40,0.00
10287,6245,74029,13.00,0.00
10288,6245,74184,0.00,0.00
10289,6246,74029,412.28,0.00
10290,6247,72449,143.02,0.00
10291,6247,73028,135.42,0.00
10292,6247,73133,143.58,0.00
10293,6247,73133,200.54,0.00
10294,6247,74185,0.00,0.00
10295,6248,74081,127.90,0.00
10296,6249,74081,306.02,0.00
10297,6250,74133,314.28,0.00
10298,6251,74133,308.14,0.00
10299,6252,70871,57.92,0.00
10300,6253,74395,810.00,0.00
10301,6254,74343,642.00,0.00
10302,6255,70218,102.80,0.00
10303,6256,73081,109.84,0.00
10304,6257,72921,132.46,0.00
10305,6258,72659,144.39,0.00
10306,6259,65574,5.00,0.00
10307,6260,74499,764.00,0.00
10308,6261,70764,6.20,0.00
10309,6261,70605,5.90,0.00
10310,6261,75019,6.35,0.00
10311,6262,75071,5.40,0.00
10312,6262,75123,6.55,0.00
10313,6262,55815,1.70,0.00
10314,6262,57910,1.65,0.00
10315,6263,73081,8.70,0.00
10316,6264,75227,0.00,0.00
10317,6265,68632,7.50,0.00
10318,6266,55917,0.00,1.50
10319,6267,67832,1.70,0.00
10320,6269,74759,216.30,0.00
10321,6270,75435,120.10,0.00
10322,6271,74967,119.24,0.00
10323,6272,74967,162.16,0.00
10324,6273,75383,341.05,0.00
10325,6273,75486,0.00,0.00
10326,6274,72555,29.40,0.00
10327,6275,72976,116.55,0.00
10328,6276,74603,638.26,0.00
10329,6277,62217,392.44,0.00
10330,6278,74863,201.50,0.00
10331,6279,74029,398.27,0.00
10332,6280,74081,191.13,0.00
10333,6281,75175,2.60,0.00
10334,6281,75540,0.00,0.00
10335,6282,70764,7.74,0.00
10336,6283,70764,11.02,0.00
10337,6283,70605,6.70,0.00
10338,6283,70657,2.75,0.00
10339,6284,75594,0.35,0.00
10340,6284,70605,0.35,0.00
10341,6284,75542,0.55,0.00
10342,6284,70764,0.00,0.00
10343,6285,71287,104.00,0.00
10344,6285,71079,7.20,0.00
10345,6285,71131,230.00,0.00
10346,6285,71183,57.00,0.00
10347,6285,71339,104.00,0.00
10348,6285,71495,3.60,0.00
10349,6286,74551,704.00,0.00
10350,6286,75645,0.00,0.00
10351,6287,73661,247.00,0.00
10352,6288,74447,833.00,0.00
10353,6289,69853,166.08,0.00
10354,6289,69697,212.10,0.00
10355,6290,62217,149.84,0.00
10356,6291,73977,53.55,0.00
10357,6292,67832,3.50,0.00
10358,6293,55917,0.00,2.00
10359,6294,62217,4.20,0.00
10360,6295,75488,3.50,0.00
10361,6296,75647,770.00,0.00
10362,6297,71599,991.00,0.00
10363,6298,71547,1027.00,0.00
10364,6299,73505,1093.00,0.00
10365,6300,73238,802.00,0.00
10366,6301,75699,634.48,0.00
10367,6303,75855,107.50,0.00
10368,6304,75803,131.00,0.00
10369,6305,75279,1645.85,0.00
10370,6306,75279,379.43,0.00
10371,6307,75488,118.15,0.00
10372,6308,75907,200.10,0.00
10373,6309,76271,622.00,0.00
10374,6310,74707,204.83,0.00
10375,6310,77156,0.00,0.00
10376,6311,74707,1893.54,0.00
10377,6312,76323,635.00,0.00
10378,6313,76219,560.00,0.00
10379,6314,75907,15.27,0.00
10380,6315,77262,26.70,0.00
10381,6316,69164,5.35,0.00
10382,6317,69164,5.75,0.00
10383,6318,69164,8.50,0.00
10384,6319,69164,5.10,0.00
10386,6321,69164,2.65,0.00
10387,6322,74187,29.15,0.00
10388,6323,74187,11.20,0.00
10389,6324,74291,3.40,0.00
10390,6325,74291,14.55,0.00
10391,6326,64840,8.00,0.00
10392,6327,64840,35.75,0.00
10393,6328,64840,66.25,0.00
10394,6329,64840,21.25,0.00
10395,6330,74239,1.55,0.00
10396,6331,74239,19.35,0.00
10397,6332,74239,30.60,0.00
10398,6333,74239,69.50,0.00
10399,6334,72189,105.58,0.00
10400,6335,77104,576.44,0.00
10401,6336,77367,483.96,0.00
10402,6339,75751,624.67,0.00
10403,6340,72503,151.80,0.00
10404,6341,72503,106.50,0.00
10405,6342,77314,94.20,0.00
10406,6343,77628,103.98,0.00
10407,6344,77940,623.00,0.00
10408,6345,78098,108.05,0.00
10409,6346,77000,665.00,0.00
10411,6347,77052,649.90,0.00
10412,6348,77052,0.00,137.35
10413,6349,76948,39.55,0.00
10414,6349,76896,54.58,0.00
10415,6350,78044,24.62,0.00
10416,6351,77576,61.00,0.00
10417,6352,75488,116.00,0.00
10418,6353,76480,342.00,0.00
10419,6354,77158,0.00,0.00
10420,6355,77158,660.00,0.00
10421,6356,72503,0.00,0.00
10422,6357,77210,501.00,0.00
10423,6358,76636,1322.00,0.00
10424,6359,76584,1295.00,0.00
10425,6360,69538,0.00,0.00
10426,6361,68255,120.86,0.00
10427,6362,76532,401.30,0.00
10428,6363,70272,0.00,0.00
10429,6364,77836,544.00,0.00
10430,6365,77628,0.00,0.00
10431,6366,77314,49.20,0.00
10432,6367,76427,135.00,0.00
10433,6367,76375,135.00,0.00
10434,6368,62217,130.90,0.00
10436,6369,62534,15.20,0.00
10437,6369,57349,69.25,0.00
10438,6370,62534,38.85,0.00
10439,6371,57349,2.15,0.00
10440,6372,77472,32.20,0.00
10441,6372,62534,19.30,0.00
10442,6373,62534,33.45,0.00
10443,6374,57349,11.15,0.00
10444,6375,77472,15.45,0.00
10445,6376,64632,14.40,0.00
10446,6377,64632,2.65,0.00
10447,6378,64684,11.92,0.00
10448,6379,77524,12.00,0.00
10449,6380,77524,4.30,0.00
10450,6381,77524,44.70,0.00
10451,6382,75383,144.00,0.00
10452,6383,78202,254.72,0.00
10453,6383,78150,284.00,0.00
10454,6384,78462,381.74,0.00
10455,6385,78410,384.14,0.00
10456,6386,77784,142.60,0.00
10457,6386,78929,0.00,0.00
10458,6387,78254,93.25,0.00
10459,6388,65053,0.00,35.00
10460,6389,78254,350.75,0.00
10461,6390,72503,28.00,0.00
10462,6390,78931,0.00,0.00
10463,6391,78514,369.84,0.00
10464,6392,68359,54.84,0.00
10465,6393,77732,106.90,0.00
10466,6394,79349,1883.00,0.00
10467,6395,79245,1650.00,0.00
10468,6396,79401,1397.00,0.00
10469,6397,79193,1360.00,0.00
10470,6398,79141,275.00,0.00
10471,6399,78826,476.00,0.00
10472,6400,65574,0.00,91.00
10473,6401,62217,3.00,0.00
10474,6402,79089,256.90,0.00
10475,6403,62217,3.00,0.00
10476,6404,62217,197.27,0.00
10478,6405,73345,38.00,0.00
10479,6406,62217,0.00,41.00
10480,6407,77784,2.00,0.00
10481,6408,79297,468.60,0.00
10482,6409,65053,0.00,82.57
10483,6409,79452,0.00,0.00
10484,6410,76636,707.00,0.00
10485,6411,65574,0.00,5.00
10486,6412,78774,489.40,0.00
10487,6413,62429,0.00,74.78
10488,6414,78044,10.40,0.00
10489,6415,61063,0.00,3.30
10490,6416,53721,0.00,24.40
10491,6417,78985,311.26,0.00
10492,6417,79037,0.00,0.00
10493,6418,62217,0.00,102.00
10494,6420,78722,475.30,0.00
10495,6421,74759,8.00,0.00
10496,6421,79661,0.00,0.00
10497,6422,79454,528.00,0.00
10498,6422,79662,0.00,0.00
10499,6423,79454,173.00,0.00
10500,6425,78306,382.29,0.00
10501,6426,62217,0.00,99.42
10502,6427,78358,381.02,83.02
10503,6427,79663,0.00,0.00
10504,6428,78358,33.00,0.00
10505,6429,74603,278.82,0.00
10506,6430,74603,291.22,0.00
10507,6431,77992,401.00,0.00
10508,6433,68255,135.17,0.00
10509,6434,78878,78.70,0.00
10510,6435,75488,43.00,0.00
10511,6435,79664,0.00,0.00
10512,6436,77992,1623.00,0.00
10513,6439,76844,1.00,0.00
10514,6439,79665,0.00,0.00
10515,6440,73925,145.00,0.00
10516,6440,74811,134.00,0.00
10517,6441,73925,10.30,0.00
10518,6442,73925,583.15,0.00
10519,6442,74811,582.90,0.00
10520,6443,62217,0.00,96.86
10521,6444,67832,0.00,45.86
10522,6445,55917,0.00,16.47
10523,6446,79719,157.00,0.00
10524,6447,76688,1913.80,0.00
10525,6447,76740,1900.40,0.00
10526,6447,76844,1447.90,0.00
10527,6447,76792,1426.40,0.00
10528,6448,79771,166.00,0.00
10529,6449,79875,57.00,0.00
10530,6450,80293,100.22,0.00
10531,6451,78306,0.00,60.00
10532,6452,62217,155.47,0.00
10533,6453,74603,565.00,0.00
10534,6453,80396,0.00,0.00
10535,6454,79558,196.00,0.00
10536,6455,79823,153.00,0.00
10537,6456,79927,100.36,0.00
10538,6457,79927,101.80,0.00
10539,6458,79927,79.24,0.00
10540,6459,79823,4.00,0.00
10541,6460,79823,185.60,0.00
10542,6461,80241,116.35,0.00
10543,6462,80241,152.98,0.00
10544,6463,80241,68.06,0.00
10545,6464,79506,81.29,0.00
10546,6466,79506,123.81,0.00
10547,6467,79506,42.00,0.00
10548,6469,80032,53.00,0.00
10549,6470,78933,167.00,0.00
10550,6471,80032,260.40,0.00
10551,6472,79667,331.16,0.00
10552,6472,78985,122.86,0.00
10553,6473,75383,151.00,0.00
10554,6474,79037,186.00,0.00
10555,6475,80398,163.00,0.00
10556,6476,55815,6.00,0.00
10557,6477,70764,11.20,0.00
10558,6478,80555,438.60,0.00
10559,6479,74603,431.48,0.00
10560,6479,80866,0.00,0.00
10561,6480,78670,398.24,0.00
10562,6481,78618,424.04,0.00
10563,6482,79037,0.00,0.00
10564,6483,79927,4.00,0.00
10565,6483,80867,0.00,0.00
10566,6484,74707,460.00,0.00
10567,6485,74707,731.00,0.00
10568,6486,74707,1723.37,0.00
10569,6487,79037,424.96,0.00
10570,6488,80815,137.00,39.36
10571,6489,80189,31.00,0.00
10572,6490,80502,144.00,37.00
10573,6490,80868,0.00,0.00
10574,6492,78254,36.00,0.00
10575,6493,80189,141.00,40.44
10576,6494,80502,31.00,0.00
10577,6495,78254,157.00,0.00
10578,6496,80815,35.00,0.00
10579,6497,55968,0.00,14.44
10580,6497,80869,0.00,0.00
10581,6498,64005,8.35,0.00
10582,6498,80870,0.00,0.00
10583,6499,65053,0.00,7.80
10584,6499,80871,0.00,0.00
10585,6500,80345,199.00,0.00
10586,6501,80607,264.00,0.00
10587,6502,75383,0.00,37.00
10588,6503,74603,115.00,0.00
10589,6503,80872,0.00,0.00
10590,6504,78566,401.24,0.00
10591,6504,80873,0.00,0.00
10592,6505,74603,455.84,0.00
10593,6505,80874,0.00,0.00
10594,6506,78933,2.00,0.00
10595,6507,78358,185.00,0.00
10596,6508,74759,474.30,0.00
10597,6508,81187,0.00,0.00
10598,6509,80876,159.00,0.00
10599,6510,81032,165.00,0.00
10600,6511,81084,173.62,0.00
10601,6512,80928,650.00,0.00
10602,6512,81188,0.00,0.00
10603,6513,67989,207.00,0.00
10604,6514,75751,324.00,0.00
10605,6515,78878,70.00,0.00
10606,6516,77888,7.00,0.00
10607,6517,61427,3.00,0.00
10608,6518,61323,154.10,0.00
10609,6518,81397,0.00,0.00
10610,6519,75751,106.55,0.00
10611,6519,81398,0.00,0.00
10612,6520,61427,30.52,0.00
10613,6520,81399,0.00,0.00
10614,6521,75751,189.00,0.00
10615,6522,61427,26.24,0.00
10616,6522,81400,0.00,0.00
10617,6523,80928,0.00,0.00
10618,6524,80928,26.00,0.00
10619,6525,78306,153.27,0.00
10620,6526,62217,12.00,0.00
10621,6527,80711,315.35,0.00
10622,6527,81401,0.00,0.00
10623,6528,78306,31.00,59.00
10624,6529,78358,0.00,63.00
10625,6529,81402,0.00,0.00
10626,6530,75383,219.80,0.00
10627,6531,78254,138.00,0.00
10628,6532,65053,0.00,4.00
10629,6533,77000,19.00,0.00
10630,6534,79927,146.00,0.00
10631,6535,75383,0.00,37.45
10632,6535,81403,0.00,0.00
10633,6536,80711,30.15,0.00
10634,6536,81404,0.00,0.00
10635,6537,81242,99.00,0.00
10636,6538,81190,0.00,0.00
10637,6538,81613,0.00,0.00
10638,6539,81190,84.00,0.00
10639,6540,81242,98.68,0.00
10640,6541,81294,98.00,0.00
10641,6541,81614,0.00,0.00
10642,6542,74603,134.00,0.00
10643,6543,74707,846.00,0.00
10644,6544,74707,1689.00,0.00
10645,6544,81720,0.00,0.00
10646,6545,74707,67.00,0.00
10647,6546,74707,434.73,0.00
10648,6547,80711,70.00,0.00
10649,6548,75751,74.38,0.00
10650,6549,78358,119.00,0.00
10651,6550,81616,905.00,0.00
10652,6551,81616,560.00,0.00
10653,6551,81721,0.00,0.00
10654,6552,81668,580.00,0.00
10655,6553,81668,473.00,0.00
10656,6554,81562,881.00,0.00
10657,6555,81562,482.00,0.00
10658,6556,70764,0.00,0.00
10659,6556,70605,0.00,0.00
10660,6556,70657,0.00,0.00
10661,6557,81242,0.00,0.00
10662,6558,81242,100.24,0.00
10663,6559,81242,100.79,0.00
10664,6560,81190,101.83,0.00
10665,6561,81294,95.00,0.00
10666,6562,67989,77.00,0.00
10667,6562,81722,0.00,0.00
10668,6563,81458,322.00,0.00
10669,6563,81510,319.00,0.00
10670,6564,77000,141.00,0.00
10671,6565,81776,152.00,0.00
10672,6566,79980,34.00,0.00
10673,6567,81084,30.00,0.00
10674,6568,70605,13.50,0.00
10675,6568,70657,4.00,0.00
10676,6568,70764,20.35,0.00
10677,6568,82191,0.00,0.00
10678,6569,70605,2.35,0.00
10679,6569,70764,2.15,0.00
10680,6570,70764,1.15,0.00
